track,country,city,institution,institution_type,programme_name_exact,degree_awarded,faculty_or_school,language,duration_months,ects,intake_months,tuition_non_eu_per_year,tuition_source_url,living_cost_estimate_year,app_deadline_non_eu,app_deadline_source_url,min_prior_ects,accepts_3yr_bachelor,english_req,other_tests,portfolio_required,work_experience_required,quantitative_prereqs,programme_url,post_study_work_visa,fit_notes,verified_date,confidence,entry_requirement_note,entry_requirement_source_url
A,Greece,Athens,Athens University of Economics and Business,public,MSc in Marketing Analytics,MSc — Greek state postgraduate degree,Department of Marketing and Communication,EN,15,75,September,"4800 (total, full-time; part-time 5800). No non-EU differential published; figures for September 2026 entry",https://www.dept.aueb.gr/en/marketinganalytics/content/tuition-fees,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,C2 for the full-time programme (C1 part-time) — an unusually high bar,NOT_FOUND,n/a,"no for full-time; yes, 2 years, for part-time",Includes a 3-month Analytics Capstone Project,https://www.dept.aueb.gr/en/marketinganalytics,NOT_FOUND,"Exact-title Track A match at a public university already in the dataset for another programme. The C2 English requirement is the binding constraint, not the fee.",2026-08-16,medium,"Admission requirement: ""An undergraduate degree from a formally recognized Greek or foreign University."" Application process adds: ""In case of foreign degrees, applicants must submit a recognition certificate from the National Academic Recognition Information Center"" (DOATAP). No ECTS floor, no minimum years, no subject restriction published. English C2 for full-time / C1 for part-time; part-time also needs 2 years work experience. Whether a 180-ECTS Tunisian licence qualifies turns entirely on the DOATAP/AUEB academic assessment of the foreign title.",https://www.dept.aueb.gr/en/marketinganalytics
A,Greece,Athens,Athens University of Economics and Business,public,MSc in AI and Data Science,MSc — Greek state postgraduate degree,Departments of Informatics and Statistics (joint),EN,NOT_FOUND,NOT_FOUND,NOT_FOUND,"6000 (total; 3000 of assistantships available to full-time students, reducing the effective fee to 3000)",https://www.dept.aueb.gr/en/cs/content/graduate-study-program-master-science-data-science,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://datascience.aueb.gr/,NOT_FOUND,Informatics and Statistics faculty with no business stream; included on the same general-data-science footing as the Utrecht and Tilburg rows. Assistantships halve the effective cost.,2026-08-16,medium,"The official Admission Requirements page lists required documents only, including ""Copy of all university degrees/diplomas received"" and ""Certificate of equivalence for degrees from foreign Universities, issued by DOATAP/Hellenic NARIC"", plus proof of English at C2, two recommendation letters and CV. No accepted-degree list, no ECTS floor and no minimum years of prior study are published on the page (it defers to the annual Call for Applications). Admission of a 180-ECTS licence therefore depends on the DOATAP/Hellenic NARIC equivalence certificate.",https://datascience.aueb.gr/page.php?id=115
A,Greece,Athens,Athens University of Economics and Business,public,MSc in Business Analytics,"MSc (Greek state postgraduate programme, PMS)",Department of Management Science and Technology,EN,18,NOT_FOUND,NOT_FOUND,7200,https://www.dept.aueb.gr/en/analytics,NOT_FOUND,2026-06-12 PRIOR_CYCLE,https://www.dept.aueb.gr/en/analytics,NOT_FOUND,conditional,Verified advanced or excellent command of English (C1/C2),no,no,no,"curriculum is quantitative (Statistics for Business Analytics I and II, Large Scale Optimization, Python for Analytics and AI, Business Intelligence and Data Engineering)",https://www.dept.aueb.gr/en/analytics,NOT_FOUND,"EUR 7,200 is the total programme fee with no separate non-EU rate published; the full-time route is one year of coursework plus a thesis semester and the department maintains a dedicated international-students section covering student visas and residence permits. Two application rounds closed 17 April and 12 June 2026 PRIOR_CYCLE; requires two recommendation letters and a CV.",2026-08-16,medium,"Applicants' Profile & Requirements: ""All fields will be considered, but management science, business administration, mathematics, physics, statistics, engineering and computer science seem a natural fit for the program""; applicants should have ""basic IT concepts, such as programming and database management"". Requirements are listed as ""Bachelor's degree, Recommendation letters, Curriculum Vitae, Verified advanced or excellent command of the English language (C1/C2 level)"". No ECTS floor or minimum years published. Under Greek law 4957/2022 AUEB itself academically assesses foreign titles against the DOATAP national registries, so a 180-ECTS licence is subject to individual assessment.",https://www.dept.aueb.gr/en/analytics/content/applicants-profile-requirements
A,Hungary,Budapest,Corvinus University of Budapest,private-accredited-by-state,Business Informatics,MSc,Corvinus University of Budapest,EN,24,120,9,7400,https://www.uni-corvinus.hu/post/landing-page/application/fees-and-costs/?lang=en,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,No English certificate required for most Corvinus master's programmes; proficiency assessed at the entrance interview,"Written entrance exam (100 minutes) testing analytical and quantitative reasoning, plus oral component",no,no,"Prerequisite credit table applies: 18-24 ECTS required across methodology, economics and business studies categories",https://www.uni-corvinus.hu/post/landing-page/masters/msc-in-business-informatics/?lang=en,NOT_FOUND,Entry is open to business graduates with relevant technical knowledge as well as IS/CS graduates. The 18-24 ECTS prerequisite table is the binding eligibility test rather than total ECTS.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Hungary,Budapest,Corvinus University of Budapest,private-accredited-by-state,Artificial Intelligence in Business,MSc,Corvinus University of Budapest,EN,12,60,9,10800 (5400 EUR per semester),https://www.uni-corvinus.hu/post/landing-page/application/fees-and-costs/?lang=en,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,No English certificate required for most Corvinus master's programmes; proficiency assessed at the entrance interview,Written entrance exam plus oral component,no,no,"Prerequisite credit table applies: 18-24 ECTS across methodology, economics and business studies",https://www.uni-corvinus.hu/post/landing-page/masters/msc-in-artificial-intelligence-in-business/?lang=en,NOT_FOUND,"One-year 60-ECTS MSc, which meets the brief's 60-ECTS master's floor. Start date September 2026 stated on the programme page.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Hungary,Budapest,Corvinus University of Budapest,private-accredited-by-state,Social Data Science,MSc,Corvinus University of Budapest,EN,12,60,9,10800 (5400 EUR per semester),https://www.uni-corvinus.hu/post/landing-page/application/fees-and-costs/?lang=en,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,No English certificate required for most Corvinus master's programmes; proficiency assessed at the entrance interview,Written entrance exam plus oral component,no,no,"Core courses include applied network science, causal inference and machine learning; prerequisite credit table applies",https://www.uni-corvinus.hu/post/landing-page/masters/msc-in-social-data-science/?lang=en,NOT_FOUND,"Applied machine-learning and statistics content maps onto the applicant's scikit-learn and Python base, though the framing is social rather than commercial analytics.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Iceland,Reykjavik,Reykjavik University,private,Digital Management and Data Analysis,"Master of Science (MSc), 90 ECTS",Department of Business and Economics,EN,14,90,autumn,NOT_FOUND,NOT_FOUND,NOT_FOUND,2027-01-31,https://www.ru.is/en/namid/um-namid/saekja-um,180,conditional,"TOEFL 577 paper-based or 91 internet-based, IELTS 6.5, or Cambridge Certificate at B2",Non-refundable processing fee ISK 16000 for non-EU/EEA/EFTA applicants,n/a,preferred,"Bachelor in business administration, computer science or related studies; knowledge of digital technology and/or work experience in programming, software evaluation, database management or IT strategy",https://www.ru.is/en/departments/dbe/stafraen-stjornun-og-gagnagreining,NOT_FOUND,"90-ECTS MSc taught in English over three terms, run jointly with computer science and engineering. Tuition rates are published only in PDF fee schedules that could not be read.",2026-08-16,low,NOT_FOUND,NOT_FOUND
A,Ireland,Dublin,Dublin Business School,private,Master of Science (MSc) in Business Analytics,"MSc, NFQ Level 9 (QQI-accredited private college)",Dublin Business School,EN,12,90,NOT_FOUND,15575,https://www.dbs.ie/docs/default-source/fee-sheets/dbs-fees-international.pdf,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,NOT_FOUND,NOT_FOUND,no,NOT_FOUND,NOT_FOUND,https://www.dbs.ie/course/postgraduate/master-of-science-(msc)-in-business-analytics,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Private college; DBS degree programmes are accredited by Quality and Qualifications Ireland and the fee sheet lists this award under Masters Postgraduate Degrees - Level 9. Non-EU fee EUR 15,575 for 2026/2027; entry requirements and deadlines could not be read from the DBS site.",2026-08-16,low,"""Level 8 honours degree with a minimum 2.2 in a relevant area. Cognate areas include business, IT, finance, economics, mathematics, statistics and related fields."" FAQ adds: ""Applicants normally need a Level 8 honours bachelor's degree with a minimum 2.2 in a relevant area. Non-cognate applicants may be considered with three to five years' business analytics experience."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. Business Intelligence is a cognate area, so the subject fit is satisfied.",https://www.dbs.ie/course/postgraduate/master-of-science-(msc)-in-business-analytics
A,Ireland,Maynooth,Maynooth University,public,MSc BUSINESS ANALYTICS (MH48D),"MSc, NFQ Level 9 Taught Masters",School of Business,EN,12,NOT_FOUND,September; January,18000,https://www.maynoothuniversity.ie/student-fees-grants/postgraduate/postgraduate-fees-list,NOT_FOUND,2026-08-14 PRIOR_CYCLE,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/msc-business-analytics,NOT_FOUND,conditional,Maynooth English language requirements; criteria may differ for non-EU applicants,no,no,no,yes - degree must include quantitative techniques including the ability to undertake statistical analysis of data,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/msc-business-analytics,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Lowest non-EU fee among the Irish public-university Track A options at EUR 18,000 for 2026/27, and entry is a 2:2 rather than a 2:1. A preparatory Autumn School in business, maths/statistics and programming runs before the September start.",2026-08-16,high,"""Applicants must hold a minimum of a bachelor's degree (NFQ Level 8) (or equivalent) with a minimum of a second-class honours, grade 2 (2:2) in a discipline which includes quantitative techniques as part of the degree (including the ability to undertake statistical analysis of data). Examples of such degrees include business studies, management science, economics, finance, accounting, engineering, mathematics, physics, computer science and other sciences."" RPL route exists for applicants without a primary degree who have 10+ years relevant experience. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/msc-business-analytics
A,Ireland,Limerick,University of Limerick,public,Business Analytics - MSc,"MSc, NFQ Level 9 Major",Kemmy Business School,EN,12,NOT_FOUND,September,20400,https://www.ul.ie/study/postgraduate/business-analytics-msc,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,English Language Competency certificate required (band not stated on programme page),no,no,no,"no explicit quantitative module requirement stated; relevant disciplines listed are business, finance, economics, mathematics, engineering, computer science",https://www.ul.ie/study/postgraduate/business-analytics-msc,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Entry is a 2.2 honours bachelor at NFQ Level 8 and UL operates a Recognition of Prior Learning route. Non-EU fee EUR 20,400 per year as published on the course page.",2026-08-16,medium,"""Applicants should hold a bachelor's degree (NFQ Level 8) with at least a second-class honours, grade 2 (2:2) in a relevant discipline e.g. business, finance, economics mathematics, engineering, computer science, etc."" UL's general postgraduate rule is a ""first or second class Level 8 honours degree (NFQ or other internationally recognised equivalents) in a relevant or appropriate subject"". No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. NOTE: UL publishes a country-by-country international entry table but it contains NO Tunisia row (nearest North African entry is Libya); for several countries that table does demand a four-year degree and for China explicitly states ""We do not accept three-year degrees"", so a Tunisian 180-ECTS licence must be individually assessed.",https://www.ul.ie/study/postgraduate/business-analytics-msc/entry-requirements
A,Ireland,Galway,University of Galway,public,Business Analytics (MSc),"MSc, NFQ Level 9",J.E. Cairnes School of Business & Economics,EN,12,90,September,21640,https://www.universityofgalway.ie/student-fees/how-much/postgraduate-fees/,NOT_FOUND,rolling - no fixed closing date published,https://www.universityofgalway.ie/courses/taught-postgraduate-courses/business-analytics.html,NOT_FOUND,conditional,IELTS 6.5 overall with no band below 6.0 or equivalent,no,no,no,yes - qualification must include an element of quantitative techniques,https://www.universityofgalway.ie/courses/taught-postgraduate-courses/business-analytics.html,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Entry standard is an H2.1 NFQ Level 8 degree; an H2.2 is considered with two or more years of relevant work experience. Fee of EUR 21,640 is the 2026/27 international rate including levies.",2026-08-16,high,"""Normally a H2.1 degree (NFQ Level 8 or equivalent). However, candidates with a H2.2 honours degree and who have a minimum of 2 years relevant work experience will also be considered."" Subject requirement: ""The qualification must include an element of quantitative techniques, for example, graduates of Business Studies, Engineering, Computer Science, other Sciences, Mathematics or other courses that have some quantitative content."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://www.universityofgalway.ie/courses/taught-postgraduate-courses/business-analytics.html
A,Ireland,Cork,University College Cork,public,MSc Business Analytics (CKL51),"MSc, NFQ Level 9",Cork University Business School,EN,12,90,September,22300,https://www.ucc.ie/en/ckl51/,NOT_FOUND,2026-06-15 PRIOR_CYCLE,https://www.ucc.ie/en/ckl51/,NOT_FOUND,conditional,University-approved English language requirements (band not stated on programme page),no,no,no,"yes - degree must include at least one quantitative module (Finance, Mathematics, Statistics, Economics, Engineering, Computer Science or Sciences)",https://www.ucc.ie/en/ckl51/,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/",Entry is a 2.2 honours primary degree (NFQ Level 8); applicants below that can be considered under Recognition of Prior Learning with three years of industry experience. Non-EU applications close 15 June or when full.,2026-08-16,high,"""Applicants must have a Second Class Honours Grade 2 in a primary honours degree (NFQ, Level 8). The qualification must include one module in a quantitative area, for example, Finance, Mathematics, Statistics, Economics, Engineering, Computer Science, or other Sciences."" RPL considered for applicants with 3 years professional industry experience. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. NOTE: UCC publishes per-country postgraduate comparison tables (Africa/Middle East/India section) but Tunisia is NOT listed among them.",https://www.ucc.ie/en/ckl51/
A,Ireland,Dublin,Dublin City University,public,MSc in Business Analytics and Artificial Intelligence,"MSc, NFQ Level 9",DCU Business School,EN,12,NOT_FOUND,September; January,23000,https://business.dcu.ie/course/msc-in-business-analytics/,NOT_FOUND,2026-07-01 PRIOR_CYCLE,https://business.dcu.ie/course/msc-in-business-analytics/,NOT_FOUND,conditional,DCU standard English requirements (band not stated on programme page),no,no,no,"yes - 2.1 honours in Business, Economics, Mathematics, Engineering or Computer Science (2.2 in exceptional circumstances)",https://business.dcu.ie/course/msc-in-business-analytics/,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/",January intake gives a second entry point if a September start is missed. Fee and 1 July deadline are the 2026/27 figures PRIOR_CYCLE.,2026-08-16,high,"""An NFQ Level 8 2.1 Honours degree (or higher) in a relevant discipline, such as Business, Economics, Mathematics, Engineering, Computer Science, or a related field, or an equivalent international qualification."" Plus: ""Applications from candidates with a 2.2 may be considered in exceptional circumstances... reviewed on a case-by-case basis."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment.",https://business.dcu.ie/course/msc-in-business-analytics/
A,Ireland,Dublin,Trinity College Dublin,public,Business Analytics and AI for Management (M.Sc.),"MSc, NFQ Level 9",Trinity Business School,EN,12,90,September,24600,https://www.tcd.ie/business/programmes/masters-programmes/msc-in-business-analytics-and-ai-for-management/fees/,NOT_FOUND,2026-05-31 PRIOR_CYCLE,https://www.tcd.ie/courses/postgraduate/courses/business-analytics-and-ai-for-management-msc/,NOT_FOUND,conditional,Band B (Standard Entry) - see Trinity English language requirements,no,no,no,"yes - 2.1 honours degree in a quantitative subject (Economics, Engineering, Mathematics, Computer Science or Business); prior coding not required",https://www.tcd.ie/courses/postgraduate/courses/business-analytics-and-ai-for-management-msc/,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Non-EU fee published for 2027/28 (EUR 24,600), the likely target cycle. Requires a 2.1 honours degree, so the applicant's mention/GPA is the decisive unverified variable.",2026-08-16,high,"""Applicants typically have a strong academic background, normally a minimum 2.1 honours degree or international equivalent, in a quantitative subject such as Economics, Engineering, Mathematics, Computer Science or Business."" Trinity's general postgraduate rule: applicants must ""hold at least a 2.1 honors degree from an Irish university or equivalent result from a university in another country."" No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. NOTE: Trinity DOES publish a dedicated Tunisia country page (https://www.tcd.ie/study/country/tunisia/) but it repeats only the generic ""2.1 honours degree or equivalent"" line for postgraduate entry and maps no Tunisian qualification (Licence/Maitrise) to it; it refers Tunisian applicants to a named regional manager for credential assessment.",https://www.tcd.ie/courses/postgraduate/courses/business-analytics-and-ai-for-management-msc/
A,Ireland,Dublin,University College Dublin,public,Business Analytics (MSc) FT - B154,"MSc, NFQ Level 9 (Irish National Framework of Qualifications)",UCD Michael Smurfit Graduate Business School,EN,12,90,September,26180,https://www.ucd.ie/courses/b154,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,NOT_FOUND,GMAT or GRE may be requested at the Director's discretion,no,no,yes - degree must include quantitative techniques; MIS/maths background required for business graduates,https://www.ucd.ie/courses/b154,"Stamp 1G Third Level Graduate Programme: NFQ Level 9 graduates get 12 months, renewable for a further 12 (24 months max) - https://www.irishimmigration.ie/my-situation-has-changed-since-i-arrived-in-ireland/third-level-graduate-programme/","Curriculum (Programming for Analytics, Statistical Methods, Business Decision Support Systems) maps directly onto the applicant's Python/SQL/Power BI and decision-support background. Fee shown is the September 2026 entry figure PRIOR_CYCLE; two academic reference forms required.",2026-08-16,high,"""A minimum second class honours primary degree (or equivalent) which includes quantitative techniques. For example graduates of Engineering, Computer Science, other Sciences. For Business studies background students, applicants need to have a background in MIS-Management Information Systems subjects, Maths or other quantitative courses. A student may be asked to undertake the GMAT or GRE at the Director's discretion."" RPL may be awarded for admission and/or credit exemptions. No credit figure given; states ""Level 8 honours degree or equivalent""; Irish Level 8 is normally 240 ECTS, so a 180-ECTS licence requires individual equivalency assessment. NOTE: UCD publishes a Tunisia country page but it covers UNDERGRADUATE entry only (Baccalaureat-based) and gives no postgraduate mapping. On that same UCD Tunisia page UCD itself glosses NFQ Level 8 as ""a 4-year Bachelor degree (NFQ Level 8)"" - UCD's own confirmation that Irish Level 8 means four years / 240 ECTS.",https://www.ucd.ie/courses/b154
A,Italy,Venice,Universita Ca' Foscari Venezia,public,Data Analytics for Business and Society,"Laurea Magistrale (second cycle degree), 120 CFU","Department of Economics / Department of Environmental Sciences, Informatics and Statistics",EN,24,120,NOT_FOUND,1300 PRIOR_CYCLE,https://www.unive.it/pag/50473/,NOT_FOUND,2026-09-30 PRIOR_CYCLE,https://www.unive.it/pag/40813/,180,yes,B2 English,NOT_FOUND,n/a,no,"Minimum 60 CFU across the listed academic fields, including at least 12 CFU in Economics and Business fields and at least 12 CFU in the Statistical-Mathematical field",https://www.unive.it/web/en/12709/home,NOT_FOUND,"Non-EU flat fee of 1300 EUR replaces the ISEE calculation entirely, so no ISEE-parificato is needed; Tunisia falls in the general non-EU bracket, not the Low Human Development bracket. The recorded date is the Universitaly pre-enrolment deadline for a.y. 2026/27, which precedes the university's own pre-evaluation deadline.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Italy,Trento,Universita degli Studi di Trento,public,Master of Science in Data Science,"Laurea Magistrale, 120 CFU",Department of Information Engineering and Computer Science,EN,24,120,NOT_FOUND,4500 PRIOR_CYCLE,https://www.unitn.it/en/study/fees-scholarships-accommodation/tuition-fees/non-eu-citizens/masters-degrees-english,NOT_FOUND,2026-03-04 PRIOR_CYCLE,https://corsi.unitn.it/en/data-science/enrollment/admission-non-europeans,180,yes,B2 English (CEFR),Selection on academic curriculum and merit; application fee 30 EUR,n/a,no,"6 ECTS in computer science or computer engineering, 6 ECTS in social sciences, economics, psychology or law, 6 ECTS in mathematics or statistics, plus 24 further ECTS in these or related disciplines; missing credits may be completed before enrolment",https://corsi.unitn.it/en/data-science,NOT_FOUND,"Figure recorded is the highest first-year band for Group A programmes for non-EU citizens; the fee falls to zero for applicants scoring 90/100 or more at admission, and 81 places are reserved for non-EU nationals living abroad. Business and economics is one of the programme's declared domain specialisations, which is what places it in Track A.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Italy,Milan,Universita Cattolica del Sacro Cuore,private-accredited-by-state,Data Analytics for Business,"Laurea Magistrale in Data Analytics for Business, degree class LM-82 R, 120 CFU","Faculty of Economics and Faculty of Mathematical, Physical and Natural Sciences",EN,24,120,NOT_FOUND,9370 PRIOR_CYCLE,https://international.unicatt.it/ucscinternational-admission-and-tuition-tuition-fees-and-scholarships-9379,NOT_FOUND,NOT_FOUND,https://international.unicatt.it/ucscinternational-2-year-graduate-degrees-data-analytics-for-business,180,NOT_FOUND,NOT_FOUND,Evaluation test of English language proficiency,n/a,no,NOT_FOUND,https://www.unicatt.it/corsi/magistrale/data-analytics-for-business-milano.html,NOT_FOUND,"Fee shown is the fixed 2026/27 amount for students whose family income is produced outside the EU, reducible to about 6400 EUR with the UCSC International Scholarship. Applications for a.y. 2027/2028 reopen in autumn 2026; curricular requirements are published only inside the downloadable admission-procedure PDF.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Italy,Rome,Luiss Guido Carli,private-accredited-by-state,Master's Degree Programme in Data Science and Management,"Laurea Magistrale, degree class LM-91, 120 CFU",Luiss Department of Business and Management,EN,24,120,NOT_FOUND,15000,https://www.luiss.it/en/admissions/programs-offered/masters-degree/data-science-and-management,NOT_FOUND,NOT_FOUND,https://www.luiss.it/en/orientation-and-admissions/admission-procedures/masters-degree-admissions,180,yes,"B2 English, assessed during the admission test",Luiss admission test,n/a,no,"Direct curricular access for Italian first-cycle classes L-8/L-31/L-33/L-35/L-41; otherwise at least 48 CFU across the listed areas, of which at least 24 CFU in ECON-01/A, ECON-06/A, ECON-07/A, ECON-08/A, STAT-01/A, INFO-01/A, IINF-01/A (a.y. 2027/2028 requirements)",https://www.luiss.it/en/admissions/programs-offered/masters-degree/data-science-and-management,NOT_FOUND,A Business Intelligence licence is likely to satisfy the 24-CFU quantitative/IT core but this must be checked credit by credit against the published SSD list. Admission notices and the full calendar for a.y. 2027/2028 are published only from November 2026.,2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Italy,Milan,Universita Commerciale Luigi Bocconi,private-accredited-by-state,MSc in Data Science and Business Analytics,"Laurea Magistrale / Master of Science, 120 CFU",Bocconi Master of Science programmes,EN,24,120,NOT_FOUND,18550 PRIOR_CYCLE,https://www.unibocconi.it/en/applying-bocconi/master-science-and-ma-programs/fees,NOT_FOUND,2027-04-29,https://www.unibocconi.it/en/applying-bocconi/master-science-and-ma-programs/timeline,180,yes,English certificate not required for selection but must be provided by the enrolment deadline and in any case by end of June 2027,"GMAT or GRE score, or the online Bocconi admission test",no,no,"No published minimum CFU per disciplinary sector; programme states it is designed for applicants with a strong computational, statistical and mathematical background",https://www.unibocconi.it/en/programs/master-science/data-science-and-business-analytics,NOT_FOUND,"180-ECTS licence satisfies the first-cycle requirement and the quantitative profile (Python, scikit-learn, SQL) matches the stated computational orientation. Fee is a single flat amount not linked to ISEE and identical for EU and non-EU applicants; the 2027-28 fee was not yet published.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Italy,Bologna,Alma Mater Studiorum - Universita di Bologna,public,"Statistics, Economics and Business - curriculum Business Analytics","Laurea Magistrale (second cycle degree / two year master), 120 CFU",Department of Statistical Sciences Paolo Fortunati,EN,24,120,NOT_FOUND,1357.04 PRIOR_CYCLE,https://www.unibo.it/en/study/enrolment-fees-and-other-procedures/degree-programmes/tuition-fees-and-exemptions/reduced-fixed-fee-for-citizens-of-particularly-poor-and-developing-countries-or-non-eu-non-oecd-countries,NOT_FOUND,2026-05-11 PRIOR_CYCLE,https://corsi.unibo.it/2cycle/BusinessAnalytics/how-to-enrol,180,yes,"B2 English (OOPT test at the Bologna University Language Centre, or a first/second cycle degree taught in English, or a B2 English exam in a previous degree)",Remote interview via MS Teams; adequacy threshold 60/100,n/a,no,"At least 22 CFU in total: minimum 16 CFU in probability and statistics (SECS-S/01, 02, 03, 05; MAT/06) or mathematics (SECS-S/06; MAT/02, 03, 05, 07, 08, 09), of which at least 8 CFU in probability and statistics; plus at least 6 CFU in economics (SECS-P/01, 02, 03, 05, 06) or business economics and management (SECS-P/07, 08, 09)",https://corsi.unibo.it/2cycle/BusinessAnalytics,NOT_FOUND,"Fee recorded is the reduced fixed contribution for non-EU non-OECD citizens with income and assets only outside Italy (1200 EUR plus the 157.04 EUR fixed fee), which requires checking Tunisia against the published non-OECD list. The 22-CFU curricular threshold is the binding filter for a Business Intelligence licence.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Italy,Milan,Politecnico di Milano,public,Management Engineering,"Laurea Magistrale (equivalent to Master of Science), 120 CFU",School of Industrial and Information Engineering,EN,24,120,September; February,3943.04 PRIOR_CYCLE,https://www.polimi.it/en/prospective-students/how-much-does-it-cost/laurea-laurea-magistrale-and-single-cycle-programmes,NOT_FOUND,2026-02-26 PRIOR_CYCLE,https://www.polimi.it/en/prospective-students/how-to-apply/admission-to-laurea-magistrale/foreign-qualification/deadlines,180,yes,"Certified English proficiency mandatory for admission: IELTS 6.0, TOEFL iBT 78, Cambridge B2 First or C1 Advanced, PTE Academic 59, Trinity ISE II, LanguageCert ESOL B2, TOEIC 720",None published,no,no,Valid first-cycle degree with adequate academic background assessed by the Evaluation Committee; no published minimum CFU per disciplinary sector for foreign qualifications,https://www.polimi.it/en/education/laurea-magistrale-programmes/programme-detail/management-engineering,NOT_FOUND,"Non-EU students with a foreign first-level qualification and no ISEE are charged the maximum amount, so the figure recorded is the effective non-EU fee. Italian language is an OFA graduation obligation, not an admission requirement.",2026-08-16,high,NOT_FOUND,NOT_FOUND
